Invoice_ID,Date,Client,Product,Quantity,Unit_Price_INR
INV-3036,2023-06-24,Client-013: M/s Gopal Exports,Satin 2-Inch (Label-102),1626,47.76
INV-1526,2023-08-24,Client-064: Smt. Nayna Exports,Patola Woven Border (Label-330),383,266.03
INV-3044,2026-06-11,Client-069: Smt. Mohan Designs,Raw Silk Ribbon (Label-115),20,109.33
INV-2116,2023-04-03,Client-064: Smt. Nayna Exports,Jacquard Brocade (Label-315),185,177.26
INV-1005,2025-04-10,Client-095: M/s Shardaben Handloom,Chanderi Block Print (Label-221),546,134.04
INV-1958,2023-07-09,Client-149: Shri Alpesh Saree Centre,Lace Trim Border (Label-217),1084,63.04
INV-0837,2024-02-23,Client-113: Smt. Kantilal Exports,Raw Silk Ribbon (Label-115),488,109.78
INV-2378,2026-02-27,Client-040: M/s Drashti Fashion House,Silk Printed (Label-112),47,86.74
INV-0375,2024-01-17,Client-111: Shri Rekha Textiles,Chiffon Pleated (Label-119),101,67.94
INV-2751,2024-10-20,Client-105: M/s Anjali Collections,Jacquard Brocade (Label-315),587,187.7
INV-2799,2025-03-10,Client-085: M/s Nayna Industries,Patola Woven Border (Label-330),113,247.83
INV-2937,2023-05-25,Client-103: Shri Vijay Fashion House,Cotton Herringbone (Label-203),226,40.35
INV-0940,2025-07-08,Client-081: M/s Mahesh Traders,Gold Zardozi (Label-501),105,290.24
INV-1322,2023-12-27,Client-026: Smt. Vivek Fabrics,Gota Patti (Label-204),40,90.63
INV-3556,2023-07-09,Client-143: M/s Prakash Silk House,Chanderi Block Print (Label-221),95,131.47
INV-3400,2026-05-06,Client-053: M/s Malti Enterprises,Gota Patti (Label-204),76,91.99
INV-2506,2025-07-07,Client-118: M/s Pravin Textiles,Lace Trim Border (Label-217),326,66.58
INV-0530,2024-09-17,Client-071: M/s Kavya Fabrics,Embroidered Mirror Work (Label-422),221,226.61
INV-3047,2025-04-09,Client-118: M/s Pravin Textiles,Gota Patti (Label-204),9,85.48
INV-0637,2025-02-03,Client-003: M/s Vinod Traders,Silver Tissue (Label-312),609,209.62
INV-1270,2026-02-10,Client-001: M/s Geeta Textiles,Multicolor Taffeta (Label-308),133,96.12
INV-0186,2025-06-21,Client-073: M/s Lakshmi Event Planners,Chiffon Pleated (Label-119),160,75.04
INV-2507,2023-04-15,Client-150: M/s Kantilal Event Planners,Velvet Roll (Label-405),1535,129.2
INV-2625,2026-07-03,Client-063: Smt. Padma Saree Centre,Metallic Zari (Label-306),335,145.47
INV-2267,2026-06-21,Client-119: M/s Bhikhabhai Emporium,Silver Tissue (Label-312),8,209.14
INV-1798,2024-02-06,Client-098: M/s Bhavna Garments,Patola Woven Border (Label-330),-20,259.18
INV-1442,2025-02-24,Client-057: M/s Drashti Emporium,Cotton Herringbone (Label-203),41,43.39
INV-1536,2023-01-28,Client-034: M/s Mansukhbhai Event Planners,Metallic Zari (Label-306),283,155.54
INV-1274,2023-09-09,Client-143: M/s Prakash Silk House,Cotton Herringbone (Label-203),392,45.18
INV-0608,2026-01-13,Client-116: Shri Alka Industries,Velvet Roll (Label-405),48,122.79
INV-1713,2025-06-02,Client-102: M/s Sita Industries,Gold Zardozi (Label-501),30,276.13
INV-3971,2024-09-18,Client-148: M/s Navin Fabrics,Raw Silk Ribbon (Label-115),624,110.8
INV-2549,2025-05-05,Client-003: M/s Vinod Traders,Chanderi Block Print (Label-221),66,131.24
INV-3251,2023-01-03,Client-144: M/s Pooja Fashion House,Multicolor Taffeta (Label-308),117,86.16
INV-3631,2023-08-19,Client-057: M/s Drashti Emporium,Kutch Embroidery Border (Label-407),19,213.3
INV-3348,2025-03-28,Client-031: M/s Paresh Garments,Raw Silk Ribbon (Label-115),352,108.58
INV-1978,2025-08-07,Client-025: M/s Ruchita Exports,Chiffon Pleated (Label-119),189,69.43
INV-0159,2023-08-24,Client-084: M/s Kantilal Embroidery Works,Jacquard Brocade (Label-315),844,185.55
INV-1749,2025-01-02,Client-110: M/s Anita Embroidery Works,Multicolor Taffeta (Label-308),210,86.6
INV-2321,2023-12-20,Client-048: M/s Bhavesh Traders,Silk Printed (Label-112),230,87.3
INV-0903,2023-05-16,Client-111: Shri Rekha Textiles,Embroidered Mirror Work (Label-422),825,212.82
INV-0353,2024-05-30,Client-127: M/s Nayna Boutique,Raw Silk Ribbon (Label-115),15,112.57
INV-1231,2026-04-28,Client-078: M/s Prital Exports,Embroidered Mirror Work (Label-422),39,230.45
INV-3480,2023-06-06,Client-027: M/s Rajendra Creations,Raw Silk Ribbon (Label-115),153,120.98
INV-0445,2023-01-20,Client-001: M/s Geeta Textiles,Patola Woven Border (Label-330),635,243.81
INV-3916,2023-05-09,Client-094: M/s Dilip Weavers,Gota Patti (Label-204),162,77.71
INV-0755,2023-10-27,Client-101: Smt. Manju Garments,Satin 1-Inch (Label-101),9,35.3
INV-1738,2025-09-24,Client-076: Smt. Ashok Designs,Gota Patti (Label-204),879,84.22
INV-3960,2024-03-31,Client-066: Smt. Krunal Embroidery Works,Chiffon Pleated (Label-119),9,69.02
INV-0312,2025-12-21,Client-063: Smt. Padma Saree Centre,Cotton Herringbone (Label-203),44,39.51
INV-0549,2026-03-26,Client-126: M/s Mukesh Garments,Satin 1-Inch (Label-101),301,32.41
INV-2647,2026-06-05,Client-114: M/s Padma Enterprises,Cotton Herringbone (Label-203),43,40.45
INV-2885,2024-02-01,Client-094: M/s Dilip Weavers,Lace Trim Border (Label-217),14,67.88
INV-0307,2025-12-03,Client-077: Shri Deepak Fashion House,Cotton Herringbone (Label-203),220,38.31
INV-0695,2024-12-24,Client-104: M/s Nirmala Designs,Kutch Embroidery Border (Label-407),-5,216.21
INV-1928,2023-09-17,Client-099: M/s Sushila Garments,Metallic Zari (Label-306),80,162.42
INV-3071,2024-12-20,Client-016: M/s Padma Garments,Satin 1-Inch (Label-101),9,32.31
INV-0750,2025-07-21,Client-070: M/s Yash Designs,Raw Silk Ribbon (Label-115),158,109.82
INV-1267,2023-07-27,Client-143: M/s Prakash Silk House,Chanderi Block Print (Label-221),35,142.7
INV-2154,2024-07-19,Client-103: Shri Vijay Fashion House,Velvet Roll (Label-405),71,125.42
INV-2518,2026-04-22,Client-072: M/s Arun Fashion House,Raw Silk Ribbon (Label-115),983,116.12
INV-0971,2024-09-21,Client-025: M/s Ruchita Exports,Multicolor Taffeta (Label-308),509,89.96
INV-0014,2023-05-30,Client-148: M/s Navin Fabrics,Silk Printed (Label-112),9,99.15
INV-0874,2025-08-01,Client-138: Smt. Natubhai Weavers,Metallic Zari (Label-306),33,158.8
INV-0809,2026-06-30,Client-012: M/s Nayna Event Planners,Nylon Woven (Label-501),19,26.32
INV-0515,2025-04-02,Client-085: M/s Nayna Industries,Nylon Woven (Label-501),41,25.48
INV-3194,2024-07-29,Client-054: Smt. Subhash Creations,Lace Trim Border (Label-217),158,69.1
INV-0410,2024-04-24,Client-024: M/s Chirag Industries,Velvet Roll (Label-405),95,108.03
INV-2381,2024-02-20,Client-007: M/s Hasmukh Collections,Patola Woven Border (Label-330),50,238.6
INV-3265,2026-05-20,Client-063: Smt. Padma Saree Centre,Cotton Herringbone (Label-203),12,40.12
INV-0208,2025-01-23,Client-103: Shri Vijay Fashion House,Multicolor Taffeta (Label-308),17,94.95
INV-2111,2023-07-05,Client-093: Shri Niraj Boutique,Satin 2-Inch (Label-102),188,47.55
INV-0459,2025-02-01,Client-022: Shri Champa Traders,Kutch Embroidery Border (Label-407),83,233.96
INV-3581,2024-04-26,Client-108: M/s Shyam Event Planners,Satin 1-Inch (Label-101),70,34.94
INV-2407,2025-10-01,Client-098: M/s Bhavna Garments,Banarasi Zari Border (Label-302),109,158.42
INV-2900,2024-12-13,Client-109: M/s Padma Silk House,Jacquard Brocade (Label-315),38,190.6
INV-2459,2026-07-02,Client-073: M/s Lakshmi Event Planners,Embroidered Mirror Work (Label-422),85,199.11
INV-2642,2023-11-22,Client-002: M/s Chandrika Fashion House,Jacquard Brocade (Label-315),189,170.61
INV-1884,2023-12-27,Client-082: M/s Dhaval Event Planners,Patola Woven Border (Label-330),757,230.68
INV-1714,2025-06-22,Client-026: Smt. Vivek Fabrics,Banarasi Zari Border (Label-302),132,149.31
INV-2590,2026-01-13,Client-021: M/s Yash Emporium,Silver Tissue (Label-312),849,211.97
INV-2230,2026-01-06,Client-112: M/s Indira Traders,Gold Zardozi (Label-501),40,281.34
INV-0553,2025-10-27,Client-043: Smt. Manju Weavers,Satin 1-Inch (Label-101),169,37.27
INV-3709,2023-07-24,Client-060: Smt. Seema Fabrics,Chiffon Pleated (Label-119),53,69.42
INV-3638,2025-10-18,Client-040: M/s Drashti Fashion House,Satin 2-Inch (Label-102),444,50.06
INV-1926,2025-04-05,Client-144: M/s Pooja Fashion House,Silver Tissue (Label-312),53,200.52
INV-0635,2025-06-15,Client-008: M/s Natubhai Exports,Satin 2-Inch (Label-102),861,46.56
INV-3676,2024-02-02,Client-011: M/s Kavya Industries,Metallic Zari (Label-306),377,165.93
INV-0317,2024-02-23,Client-062: M/s Deepak Creations,Silver Tissue (Label-312),242,188.04
INV-3506,2025-08-11,,Silver Tissue (Label-312),2,194.01
INV-3524,2025-03-24,,Metallic Zari (Label-306),80,149.79
INV-1329,2025-09-28,Client-021: M/s Yash Emporium,Satin 2-Inch (Label-102),89,52.91
INV-0428,2023-11-15,Client-101: Smt. Manju Garments,Kutch Embroidery Border (Label-407),1067,236.18
INV-3209,2024-05-19,Client-096: M/s Kiran Emporium,Raw Silk Ribbon (Label-115),43,106.75
INV-0106,2023-04-11,Client-128: M/s Balaji Event Planners,Polyester Grosgrain (Label-408),34,33.76
INV-0143,2026-03-29,Client-040: M/s Drashti Fashion House,Patola Woven Border (Label-330),118,249.11
INV-2185,2024-04-05,Client-011: M/s Kavya Industries,Nylon Woven (Label-501),72,28.27
INV-3269,2025-12-27,Client-134: M/s Rakesh Weavers,Kutch Embroidery Border (Label-407),25,246.47
INV-2237,2025-05-15,Client-080: Shri Nayna Weavers,Silk Printed (Label-112),213,103.37
INV-1950,2025-06-27,Client-051: M/s Brijesh Saree Centre,Gold Zardozi (Label-501),34,274.92
INV-3551,2025-07-30,Client-012: M/s Nayna Event Planners,Chiffon Pleated (Label-119),84,67.63
INV-3725,2025-10-28,Client-092: M/s Pushpa Silk House,Gold Zardozi (Label-501),19,281.7
INV-2758,2024-06-23,,Gold Zardozi (Label-501),190,289.78
INV-3930,2024-05-10,Client-037: M/s Vinod Fashion House,Raw Silk Ribbon (Label-115),57,114.37
INV-1952,2023-06-26,Client-119: M/s Bhikhabhai Emporium,Satin 1-Inch (Label-101),73,32.31
INV-2680,2024-08-27,Client-134: M/s Rakesh Weavers,Kutch Embroidery Border (Label-407),145,236.68
INV-2918,2025-08-15,Client-065: Shri Arvind Emporium,Banarasi Zari Border (Label-302),44,131.07
INV-2286,2024-02-08,Client-083: M/s Vandana Exports,Polyester Grosgrain (Label-408),551,33.35
INV-1110,2024-09-06,Client-139: M/s Gopal Fashion House,Metallic Zari (Label-306),82,150.4
INV-2356,2023-03-28,Client-060: Smt. Seema Fabrics,Organza Sheer (Label-210),229,60.0
INV-0592,2023-09-05,Client-101: Smt. Manju Garments,Silk Printed (Label-112),355,94.18
INV-3711,2025-03-27,Client-027: M/s Rajendra Creations,Organza Sheer (Label-210),174,57.21
INV-1577,2025-10-19,Client-068: M/s Madhuri Fabrics,Satin 1-Inch (Label-101),225,37.02
INV-2588,2024-11-14,Client-032: Shri Lakshmi Event Planners,Jacquard Brocade (Label-315),13,177.67
INV-0214,2023-04-28,Client-104: M/s Nirmala Designs,Lace Trim Border (Label-217),178,65.17
INV-0779,2024-03-03,Client-021: M/s Yash Emporium,Multicolor Taffeta (Label-308),357,93.3
INV-3032,2025-06-07,Client-012: M/s Nayna Event Planners,Gota Patti (Label-204),28,85.13
INV-2466,2025-03-02,Client-060: Smt. Seema Fabrics,Velvet Roll (Label-405),177,128.33
INV-2044,2025-01-12,Client-079: M/s Savita Weavers,Jacquard Brocade (Label-315),277,177.37
INV-3288,2026-04-08,Client-040: M/s Drashti Fashion House,Chanderi Block Print (Label-221),277,123.92
INV-2299,2023-06-28,Client-003: M/s Vinod Traders,Gota Patti (Label-204),203,89.02
INV-2502,2025-06-06,Client-076: Smt. Ashok Designs,Lace Trim Border (Label-217),36,69.17
INV-1568,2025-06-28,Client-079: M/s Savita Weavers,Metallic Zari (Label-306),2,159.33
INV-3024,2023-10-09,Client-060: Smt. Seema Fabrics,Banarasi Zari Border (Label-302),172,154.0
INV-3544,2023-10-31,Client-092: M/s Pushpa Silk House,Metallic Zari (Label-306),60,144.05
INV-2354,2023-08-25,Client-067: M/s Bhavik Traders,Nylon Woven (Label-501),24,26.54
INV-3609,2023-08-03,Client-100: Smt. Kavita Saree Centre,Organza Sheer (Label-210),1833,57.87
INV-1344,2024-03-05,Client-133: Smt. Manisha Designs,Kutch Embroidery Border (Label-407),169,243.15
INV-2014,2026-07-17,Client-089: M/s Naresh Fashion House,Satin 1-Inch (Label-101),146,32.95
INV-0274,2024-08-11,Client-016: M/s Padma Garments,Satin 1-Inch (Label-101),105,36.07
INV-0072,2023-12-25,Client-114: M/s Padma Enterprises,Cotton Herringbone (Label-203),570,39.32
INV-1088,2025-02-22,Client-084: M/s Kantilal Embroidery Works,Organza Sheer (Label-210),51,52.83
INV-0395,2024-02-28,Client-146: M/s Yash Fashion House,Lace Trim Border (Label-217),281,65.42
INV-0584,2025-07-06,Client-128: M/s Balaji Event Planners,Multicolor Taffeta (Label-308),133,84.76
INV-3867,2023-12-07,Client-089: M/s Naresh Fashion House,Satin 1-Inch (Label-101),109,33.38
INV-2718,2024-01-11,Client-028: Shri Tarun Industries,Satin 2-Inch (Label-102),13,51.26
INV-3826,2025-10-17,Client-095: M/s Shardaben Handloom,Cotton Herringbone (Label-203),241,45.69
INV-3649,2024-04-12,Client-048: M/s Bhavesh Traders,Multicolor Taffeta (Label-308),1428,84.42
INV-2612,2024-08-11,Client-072: M/s Arun Fashion House,Jacquard Brocade (Label-315),-2,172.42
INV-2319,2025-02-28,Client-007: M/s Hasmukh Collections,Organza Sheer (Label-210),51,58.17
INV-1764,2023-07-24,Client-127: M/s Nayna Boutique,Lace Trim Border (Label-217),62,67.18
INV-3011,2026-07-25,Client-099: M/s Sushila Garments,Raw Silk Ribbon (Label-115),65,120.88
INV-1260,2023-12-11,Client-047: M/s Harish Creations,Cotton Herringbone (Label-203),57,44.25
INV-0527,2024-03-14,Client-058: Smt. Deepika Fashion House,Patola Woven Border (Label-330),164,235.34
INV-0378,2024-01-18,Client-051: M/s Brijesh Saree Centre,Multicolor Taffeta (Label-308),163,81.21
INV-1560,2025-06-07,Client-123: M/s Alka Collections,Satin 1-Inch (Label-101),10,34.97
INV-2508,2025-06-06,Client-010: M/s Pallavi Designs,Patola Woven Border (Label-330),35,263.97
INV-1964,2025-02-01,Client-009: M/s Narottam Weavers,Metallic Zari (Label-306),20,166.44
INV-3569,2023-10-13,Client-085: M/s Nayna Industries,Velvet Roll (Label-405),151,121.17
INV-0349,2023-07-10,Client-084: M/s Kantilal Embroidery Works,Chiffon Pleated (Label-119),120,67.69
INV-3140,2026-05-21,Client-018: Smt. Foram Fabrics,Silver Tissue (Label-312),224,213.68
INV-1710,2026-03-28,Client-038: M/s Natubhai Creations,Multicolor Taffeta (Label-308),53,94.62
INV-1051,2026-05-11,Client-149: Shri Alpesh Saree Centre,Satin 2-Inch (Label-102),145,50.66
INV-0591,2023-10-15,Client-105: M/s Anjali Collections,Velvet Roll (Label-405),15,114.1
INV-0520,2025-02-04,Client-132: M/s Shanta Creations,Jacquard Brocade (Label-315),33,159.8
INV-3673,2026-01-30,,Cotton Herringbone (Label-203),217,39.35
INV-2700,2023-02-24,Client-008: M/s Natubhai Exports,Kutch Embroidery Border (Label-407),174,211.91
INV-1084,2026-04-06,Client-103: Shri Vijay Fashion House,Lace Trim Border (Label-217),58,64.69
INV-2357,2024-10-16,Client-102: M/s Sita Industries,Gota Patti (Label-204),155,85.17
INV-3997,2023-04-03,Client-111: Shri Rekha Textiles,Gota Patti (Label-204),201,79.37
INV-1810,2025-12-02,Client-142: M/s Vandana Boutique,Silk Printed (Label-112),53,87.83
INV-3878,2024-11-23,Client-098: M/s Bhavna Garments,Polyester Grosgrain (Label-408),19,33.23
INV-0793,2023-07-13,Client-092: M/s Pushpa Silk House,Organza Sheer (Label-210),66,51.02
INV-3808,2025-04-29,Client-076: Smt. Ashok Designs,Polyester Grosgrain (Label-408),6,34.19
INV-1981,2026-04-16,,Raw Silk Ribbon (Label-115),86,102.92
INV-2556,2025-08-07,Client-147: M/s Jagdish Silk House,Nylon Woven (Label-501),32,30.37
INV-2222,2023-07-22,Client-024: M/s Chirag Industries,Patola Woven Border (Label-330),65,257.74
INV-1531,2024-03-30,Client-123: M/s Alka Collections,Banarasi Zari Border (Label-302),33,145.29
INV-1411,2024-06-06,Client-090: Shri Prital Handloom,Gold Zardozi (Label-501),219,291.71
INV-2916,2025-04-05,Client-026: Smt. Vivek Fabrics,Polyester Grosgrain (Label-408),156,34.98
INV-3164,2024-06-05,Client-010: M/s Pallavi Designs,Multicolor Taffeta (Label-308),121,96.19
INV-0084,2026-05-12,Client-035: M/s Chandrakant Silk House,Satin 1-Inch (Label-101),530,33.43
INV-3137,2024-11-11,Client-021: M/s Yash Emporium,Kutch Embroidery Border (Label-407),8,247.51
INV-0021,2023-06-08,Client-061: M/s Poonam Enterprises,Cotton Herringbone (Label-203),522,40.62
INV-2245,2023-09-18,Client-010: M/s Pallavi Designs,Satin 2-Inch (Label-102),20,49.79
INV-1563,2023-05-28,Client-117: Smt. Narottam Emporium,Chanderi Block Print (Label-221),51,147.7
INV-0974,2025-04-03,Client-148: M/s Navin Fabrics,Silver Tissue (Label-312),135,180.86
INV-1711,2024-05-07,,Multicolor Taffeta (Label-308),146,82.49
INV-2600,2023-10-06,Client-106: Smt. Kamlesh Designs,Kutch Embroidery Border (Label-407),99,220.23
INV-1099,2025-02-18,Client-089: M/s Naresh Fashion House,Lace Trim Border (Label-217),249,63.86
INV-2741,2026-07-14,Client-056: M/s Shyamlal Textiles,Gota Patti (Label-204),443,86.05
INV-0887,2024-10-01,,Polyester Grosgrain (Label-408),1004,32.89
INV-2417,2023-12-28,Client-012: M/s Nayna Event Planners,Polyester Grosgrain (Label-408),135,29.97
INV-3086,2025-05-29,Client-141: Shri Brijesh Event Planners,Nylon Woven (Label-501),70,30.74
INV-3363,2024-02-28,Client-129: M/s Padma Industries,Raw Silk Ribbon (Label-115),1100,118.65
INV-0738,2023-12-16,,Patola Woven Border (Label-330),219,242.84
INV-1454,2024-08-19,Client-097: M/s Deepika Designs,Banarasi Zari Border (Label-302),1061,158.95
INV-2973,2024-10-04,Client-013: M/s Gopal Exports,Velvet Roll (Label-405),116,110.98
INV-3526,2024-09-16,Client-115: M/s Vijay Fashion House,Satin 2-Inch (Label-102),95,53.83
INV-2127,2023-09-20,Client-139: M/s Gopal Fashion House,Lace Trim Border (Label-217),189,70.94
INV-0907,2025-02-15,Client-016: M/s Padma Garments,Satin 1-Inch (Label-101),340,33.02
INV-2400,2023-07-17,Client-049: Shri Ketan Industries,Gota Patti (Label-204),567,76.78
INV-2933,2023-07-14,Client-140: M/s Brijesh Weavers,Satin 1-Inch (Label-101),56,33.15
INV-0948,2023-09-03,Client-034: M/s Mansukhbhai Event Planners,Chiffon Pleated (Label-119),46,77.35
INV-2499,2025-03-28,Client-120: M/s Usha Enterprises,Lace Trim Border (Label-217),20,69.97
INV-2893,2023-12-07,Client-016: M/s Padma Garments,Multicolor Taffeta (Label-308),47,91.85
INV-0716,2024-06-15,Client-068: M/s Madhuri Fabrics,Nylon Woven (Label-501),316,26.71
INV-2650,2025-12-28,Client-029: M/s Hitesh Boutique,Silver Tissue (Label-312),415,194.19
INV-0687,2023-11-28,Client-131: M/s Geeta Fabrics,Chiffon Pleated (Label-119),57,79.29
INV-3411,2023-09-13,Client-085: M/s Nayna Industries,Nylon Woven (Label-501),22,26.41
INV-2942,2026-05-04,Client-022: Shri Champa Traders,Jacquard Brocade (Label-315),7,175.38
INV-3966,2023-11-27,Client-119: M/s Bhikhabhai Emporium,Gold Zardozi (Label-501),141,290.98
INV-0886,2026-05-02,Client-086: M/s Neha Fashion House,Multicolor Taffeta (Label-308),198,94.85
INV-0918,2023-06-23,Client-107: M/s Ramniklal Event Planners,Multicolor Taffeta (Label-308),140,94.93
INV-2463,2024-07-06,Client-032: Shri Lakshmi Event Planners,Velvet Roll (Label-405),83,113.91
INV-3660,2024-12-11,Client-135: M/s Anjali Emporium,Raw Silk Ribbon (Label-115),90,115.98
INV-1266,2026-07-21,Client-005: M/s Nayna Garments,Cotton Herringbone (Label-203),93,42.45
INV-0484,2026-06-06,Client-145: M/s Rahul Decorators,Velvet Roll (Label-405),464,130.48
INV-2991,2025-05-26,Client-123: M/s Alka Collections,Patola Woven Border (Label-330),22,248.7
INV-3455,2023-08-03,Client-056: M/s Shyamlal Textiles,Chanderi Block Print (Label-221),151,122.3
INV-0278,2024-11-17,Client-140: M/s Brijesh Weavers,Gold Zardozi (Label-501),91,279.66
INV-0989,2024-10-29,Client-084: M/s Kantilal Embroidery Works,Nylon Woven (Label-501),39,29.56
INV-2085,2023-06-01,Client-106: Smt. Kamlesh Designs,Organza Sheer (Label-210),242,59.11
INV-1246,2023-04-10,Client-079: M/s Savita Weavers,Polyester Grosgrain (Label-408),94,30.18
INV-0572,2023-08-22,Client-117: Smt. Narottam Emporium,Cotton Herringbone (Label-203),127,44.82
INV-1436,2023-06-16,Client-122: M/s Bhikhabhai Enterprises,Patola Woven Border (Label-330),61,267.86
INV-0994,2023-05-03,Client-029: M/s Hitesh Boutique,Multicolor Taffeta (Label-308),52,87.27
INV-3296,2025-04-16,Client-018: Smt. Foram Fabrics,Velvet Roll (Label-405),37,124.09
INV-2261,2023-10-23,Client-045: M/s Akash Saree Centre,Chiffon Pleated (Label-119),494,82.49
INV-0586,2026-05-22,Client-078: M/s Prital Exports,Gold Zardozi (Label-501),69,283.49
INV-1350,2023-11-11,Client-085: M/s Nayna Industries,Kutch Embroidery Border (Label-407),75,235.97
INV-1008,2023-06-15,Client-086: M/s Neha Fashion House,Banarasi Zari Border (Label-302),92,145.43
INV-0675,2023-07-17,Client-010: M/s Pallavi Designs,Silver Tissue (Label-312),86,195.13
INV-0448,2025-11-30,Client-096: M/s Kiran Emporium,Multicolor Taffeta (Label-308),84,96.35
INV-3889,2025-08-21,Client-122: M/s Bhikhabhai Enterprises,Satin 2-Inch (Label-102),367,54.52
INV-2995,2025-11-23,Client-124: M/s Bhavesh Exports,Satin 2-Inch (Label-102),12,54.92
INV-2065,2025-10-05,Client-085: M/s Nayna Industries,Gold Zardozi (Label-501),237,279.06
INV-3161,2025-05-05,Client-101: Smt. Manju Garments,Multicolor Taffeta (Label-308),62,95.99
INV-2501,2024-08-28,Client-090: Shri Prital Handloom,Multicolor Taffeta (Label-308),261,95.21
INV-1691,2025-12-28,Client-011: M/s Kavya Industries,Metallic Zari (Label-306),437,164.63
INV-3298,2025-09-06,Client-089: M/s Naresh Fashion House,Metallic Zari (Label-306),9,151.97
INV-1248,2025-05-05,Client-080: Shri Nayna Weavers,Kutch Embroidery Border (Label-407),286,227.81
INV-1986,2024-01-03,Client-133: Smt. Manisha Designs,Velvet Roll (Label-405),30,119.16
INV-0295,2026-03-30,Client-109: M/s Padma Silk House,Lace Trim Border (Label-217),70,67.61
INV-1548,2023-01-08,Client-056: M/s Shyamlal Textiles,Kutch Embroidery Border (Label-407),832,239.05
INV-2013,2025-03-09,Client-009: M/s Narottam Weavers,Patola Woven Border (Label-330),35,267.61
INV-0589,2023-07-19,Client-057: M/s Drashti Emporium,Gota Patti (Label-204),119,82.3
INV-2130,2026-06-13,Client-058: Smt. Deepika Fashion House,Cotton Herringbone (Label-203),82,39.35
INV-3062,2026-02-07,Client-076: Smt. Ashok Designs,Lace Trim Border (Label-217),312,64.82
INV-0426,2025-04-30,Client-103: Shri Vijay Fashion House,Satin 1-Inch (Label-101),370,35.98
INV-1055,2024-12-30,Client-075: Smt. Seema Exports,Gold Zardozi (Label-501),20,287.78
INV-3321,2025-02-10,Client-067: M/s Bhavik Traders,Kutch Embroidery Border (Label-407),259,247.44
INV-0557,2023-02-14,Client-044: Shri Meena Silk House,Velvet Roll (Label-405),179,116.8
INV-3533,2025-04-08,Client-074: M/s Amrut Fashion House,Raw Silk Ribbon (Label-115),475,116.65
INV-2576,2026-07-29,Client-018: Smt. Foram Fabrics,Nylon Woven (Label-501),96,29.87
INV-3542,2025-12-16,Client-071: M/s Kavya Fabrics,Embroidered Mirror Work (Label-422),29,196.87
INV-3539,2025-12-19,Client-052: Smt. Anita Saree Centre,Chiffon Pleated (Label-119),48,76.62
INV-2697,2023-03-13,Client-022: Shri Champa Traders,Raw Silk Ribbon (Label-115),24,115.75
INV-1194,2025-06-11,Client-138: Smt. Natubhai Weavers,Silk Printed (Label-112),36,87.14
INV-1717,2023-08-16,Client-014: Shri Usha Fabrics,Banarasi Zari Border (Label-302),51,147.18
INV-3157,2026-04-07,Client-136: M/s Anjali Decorators,Silk Printed (Label-112),154,87.77
INV-3605,2023-12-01,Client-052: Smt. Anita Saree Centre,Velvet Roll (Label-405),86,122.27
INV-3923,2023-06-13,Client-135: M/s Anjali Emporium,Chanderi Block Print (Label-221),37,137.04
INV-2458,2024-02-24,Client-146: M/s Yash Fashion House,Banarasi Zari Border (Label-302),68,130.79
INV-1286,2025-03-22,Client-072: M/s Arun Fashion House,Kutch Embroidery Border (Label-407),16,230.01
INV-3464,2026-03-24,Client-150: M/s Kantilal Event Planners,Satin 1-Inch (Label-101),982,31.57
INV-2581,2026-04-29,Client-127: M/s Nayna Boutique,Silver Tissue (Label-312),62,214.35
INV-3189,2023-11-19,Client-030: M/s Shardaben Fashion House,Polyester Grosgrain (Label-408),248,33.77
INV-2088,2024-10-04,Client-093: Shri Niraj Boutique,Multicolor Taffeta (Label-308),62,92.35
INV-1890,2023-12-08,Client-029: M/s Hitesh Boutique,Raw Silk Ribbon (Label-115),66,112.44
INV-1592,2023-01-28,Client-040: M/s Drashti Fashion House,Banarasi Zari Border (Label-302),4,156.05
INV-3525,2024-07-06,Client-037: M/s Vinod Fashion House,Patola Woven Border (Label-330),81,261.52
INV-2163,2024-05-30,Client-085: M/s Nayna Industries,Embroidered Mirror Work (Label-422),212,217.01
INV-3188,2024-08-08,Client-068: M/s Madhuri Fabrics,Chanderi Block Print (Label-221),65,136.2
INV-2272,2023-11-16,Client-148: M/s Navin Fabrics,Silk Printed (Label-112),28,88.36
INV-3217,2023-07-24,Client-142: M/s Vandana Boutique,Nylon Woven (Label-501),80,30.2
INV-1138,2024-01-12,Client-035: M/s Chandrakant Silk House,Gota Patti (Label-204),114,83.31
INV-3336,2024-01-04,Client-097: M/s Deepika Designs,Satin 1-Inch (Label-101),69,33.85
INV-3761,2024-02-10,Client-069: Smt. Mohan Designs,Satin 1-Inch (Label-101),323,36.07
INV-3781,2024-11-05,Client-012: M/s Nayna Event Planners,Chiffon Pleated (Label-119),79,74.56
INV-1712,2025-12-23,Client-068: M/s Madhuri Fabrics,Velvet Roll (Label-405),87,130.25
INV-3619,2024-02-10,Client-059: M/s Sita Fabrics,Banarasi Zari Border (Label-302),377,143.47
INV-0454,2023-09-03,Client-078: M/s Prital Exports,Raw Silk Ribbon (Label-115),201,99.89
INV-0914,2025-03-18,Client-098: M/s Bhavna Garments,Chiffon Pleated (Label-119),73,73.22
INV-2670,2024-07-05,Client-083: M/s Vandana Exports,Lace Trim Border (Label-217),50,67.1
